application_id,user_id,application_start_date,user_type,employment_status,credit_score_band,device_type,loan_amount_requested,step_reached,application_completed,loan_approved,time_on_application_mins
APP-01793,USR-00616,2024-04-04,new_user,employed,excellent,desktop,31000,2,no,,10
APP-01794,USR-01319,2023-04-15,second_loan,employed,good,mobile,3000,5,no,,21
APP-01795,USR-00296,2023-10-09,new_user,employed,excellent,desktop,2000,1,no,,8
APP-01796,USR-00402,2023-06-11,new_user,unemployed,good,mobile,48000,5,no,,41
APP-01797,USR-00089,2023-12-17,new_user,student,good,desktop,3000,7,yes,yes,16
APP-01798,USR-00365,2024-03-09,new_user,employed,poor,tablet,15000,5,no,,37
APP-01799,USR-01773,2023-05-20,abandoned_restart,employed,fair,tablet,17000,4,no,,60
APP-01800,USR-00601,2024-04-15,new_user,employed,poor,mobile,48000,2,no,,21
APP-01801,USR-00132,2023-05-12,abandoned_restart,self-employed,good,desktop,7000,1,no,,7
APP-01802,USR-01885,2023-03-28,new_user,employed,fair,mobile,48000,3,no,,16
APP-01803,USR-01873,2023-07-02,new_user,employed,good,tablet,5000,1,no,,5
APP-01804,USR-00388,2024-01-03,abandoned_restart,employed,fair,mobile,34000,2,no,,14
APP-01805,USR-01403,2023-05-09,new_user,self-employed,excellent,mobile,33000,5,no,,4
APP-01806,USR-00481,2023-09-03,new_user,employed,poor,mobile,45000,7,yes,no,25
APP-01807,USR-00005,2024-01-13,new_user,employed,fair,mobile,16000,5,no,,6
APP-01808,USR-01189,2023-05-29,abandoned_restart,self-employed,fair,desktop,37000,1,no,,1
APP-01809,USR-00725,2024-03-08,new_user,employed,good,tablet,3000,5,no,,41
APP-01810,USR-01315,2024-04-13,rejected_reapply,unemployed,fair,desktop,47000,0,no,,6
APP-01811,USR-00225,2024-03-21,new_user,employed,good,desktop,48000,5,no,,55
APP-01812,USR-00270,2024-04-25,rejected_reapply,self-employed,poor,desktop,43000,5,no,,54
APP-01813,USR-00620,2023-10-21,new_user,self-employed,fair,mobile,50000,5,no,,6
APP-01814,USR-00037,2023-05-23,abandoned_restart,employed,excellent,mobile,21000,7,yes,no,11
APP-01815,USR-00625,2023-09-07,new_user,self-employed,poor,mobile,41000,1,no,,6
APP-01816,USR-01373,2023-10-29,rejected_reapply,employed,excellent,mobile,8000,5,no,,32
APP-01817,USR-01596,2023-01-25,new_user,unemployed,excellent,mobile,22000,1,no,,6
APP-01818,USR-00918,2023-03-11,new_user,employed,poor,mobile,5000,1,no,,1
APP-01819,USR-00538,2023-04-22,new_user,self-employed,fair,mobile,17000,7,yes,no,13
APP-01820,USR-01320,2023-12-30,new_user,employed,fair,mobile,37000,0,no,,1
APP-01821,USR-00370,2023-10-30,new_user,student,good,tablet,14000,7,yes,no,20
APP-01822,USR-01571,2024-04-15,rejected_reapply,employed,good,mobile,39000,5,no,,3
APP-01823,USR-00588,2023-04-01,second_loan,student,good,mobile,41000,5,no,,43
APP-01824,USR-01908,2024-06-13,new_user,unemployed,good,mobile,28000,4,no,,3
APP-01825,USR-01483,2023-07-11,rejected_reapply,employed,poor,mobile,31000,5,no,,10
APP-01826,USR-00376,2023-08-30,new_user,self-employed,excellent,mobile,17000,2,no,,5
APP-01827,USR-00334,2023-05-18,new_user,student,good,mobile,35000,2,no,,21
APP-01828,USR-00506,2023-12-11,abandoned_restart,employed,good,mobile,40000,3,no,,15
APP-01829,USR-00318,2023-06-29,abandoned_restart,employed,excellent,mobile,22000,5,no,,3
APP-01830,USR-01605,2024-05-17,second_loan,employed,good,mobile,45000,4,no,,5
APP-01831,USR-01119,2023-07-22,new_user,employed,fair,mobile,48000,5,no,,49
APP-01832,USR-00218,2023-07-11,abandoned_restart,employed,good,desktop,29000,7,yes,yes,26
APP-01833,USR-01443,2023-01-05,new_user,employed,good,mobile,10000,2,no,,10
APP-01834,USR-01859,2023-08-25,new_user,employed,poor,mobile,18000,5,no,,20
APP-01835,USR-00911,2023-11-07,new_user,employed,excellent,mobile,35000,1,no,,8
APP-01836,USR-00777,2023-02-25,second_loan,employed,poor,desktop,44000,7,yes,no,18
APP-01837,USR-00785,2024-03-18,rejected_reapply,unemployed,good,mobile,16000,0,no,,11
APP-01838,USR-00329,2023-08-25,abandoned_restart,self-employed,good,desktop,50000,2,no,,5
APP-01839,USR-00039,2023-07-16,new_user,employed,poor,desktop,49000,5,no,,49
APP-01840,USR-01343,2024-05-28,new_user,self-employed,excellent,mobile,7000,3,no,,10
APP-01841,USR-00321,2024-03-24,new_user,self-employed,excellent,mobile,30000,7,yes,yes,28
APP-01842,USR-01620,2023-12-26,new_user,student,good,mobile,19000,5,no,,6
APP-01843,USR-01666,2023-01-30,new_user,employed,fair,mobile,23000,4,no,,4
APP-01844,USR-00195,2023-04-18,abandoned_restart,employed,poor,mobile,8000,5,no,,13
APP-01845,USR-00013,2024-03-20,new_user,unemployed,fair,mobile,17000,5,no,,42
APP-01846,USR-00898,2024-03-13,new_user,unemployed,fair,mobile,21000,0,no,,1
APP-01847,USR-00172,2024-04-01,new_user,self-employed,good,mobile,26000,4,no,,34
APP-01848,USR-01674,2024-05-09,new_user,self-employed,excellent,desktop,28000,2,no,,5
APP-01849,USR-00261,2023-09-04,new_user,employed,good,mobile,39000,5,no,,3
APP-01850,USR-00385,2024-06-26,rejected_reapply,employed,excellent,tablet,33000,7,yes,yes,27
APP-01851,USR-00690,2024-03-14,abandoned_restart,employed,good,tablet,40000,1,no,,10
APP-01852,USR-00902,2023-10-05,rejected_reapply,employed,good,tablet,19000,5,no,,3
APP-01853,USR-01697,2023-04-21,new_user,self-employed,excellent,desktop,29000,5,no,,13
APP-01854,USR-00259,2024-01-20,new_user,employed,good,mobile,20000,5,no,,9
APP-01855,USR-00845,2023-07-10,new_user,employed,excellent,mobile,20000,2,no,,13
APP-01856,USR-01535,2024-05-04,rejected_reapply,unemployed,fair,mobile,10000,0,no,,1
APP-01857,USR-00139,2024-03-01,abandoned_restart,employed,poor,mobile,12000,7,yes,yes,20
APP-01858,USR-01829,2024-02-09,new_user,student,excellent,desktop,33000,3,no,,12
APP-01859,USR-01574,2023-12-01,new_user,student,good,tablet,25000,7,yes,yes,15
APP-01860,USR-00320,2023-07-28,new_user,employed,excellent,mobile,25000,7,yes,yes,40
APP-01861,USR-00654,2023-01-22,abandoned_restart,employed,excellent,mobile,4000,5,no,,14
APP-01862,USR-00198,2023-07-27,rejected_reapply,employed,poor,mobile,4000,7,yes,no,10
APP-01863,USR-00001,2023-01-08,new_user,employed,good,mobile,9000,5,no,,50
APP-01864,USR-00559,2024-06-12,new_user,employed,fair,mobile,15000,1,no,,5
APP-01865,USR-00140,2023-06-15,new_user,employed,good,mobile,26000,1,no,,5
APP-01866,USR-00113,2024-05-10,new_user,student,good,desktop,15000,1,no,,2
APP-01867,USR-00532,2024-03-04,new_user,employed,fair,mobile,26000,4,no,,23
APP-01868,USR-00225,2023-06-12,new_user,self-employed,good,tablet,28000,7,yes,yes,24
APP-01869,USR-00724,2024-01-01,abandoned_restart,employed,good,desktop,7000,2,no,,12
APP-01870,USR-00506,2024-06-09,abandoned_restart,employed,poor,desktop,32000,4,no,,31
APP-01871,USR-00836,2023-08-27,new_user,unemployed,excellent,mobile,12000,2,no,,27
APP-01872,USR-00656,2023-03-13,rejected_reapply,employed,good,desktop,35000,5,no,,4
APP-01873,USR-01434,2024-03-20,new_user,employed,excellent,desktop,32000,5,no,,28
APP-01874,USR-00326,2024-05-23,new_user,self-employed,fair,mobile,9000,2,no,,7
APP-01875,USR-00472,2023-09-26,new_user,self-employed,poor,mobile,14000,5,no,,5
APP-01876,USR-01324,2024-02-19,new_user,self-employed,good,tablet,13000,4,no,,37
APP-01877,USR-00673,2023-09-02,new_user,employed,poor,mobile,44000,5,no,,3
APP-01878,USR-01459,2023-03-01,new_user,employed,excellent,mobile,33000,1,no,,11
APP-01879,USR-00702,2023-01-06,new_user,student,poor,mobile,32000,7,yes,no,17
APP-01880,USR-01416,2024-02-11,second_loan,unemployed,good,desktop,19000,0,no,,1
APP-01881,USR-00715,2023-08-05,new_user,employed,good,desktop,30000,4,no,,29
APP-01882,USR-00847,2023-01-26,new_user,self-employed,fair,mobile,16000,0,no,,6
APP-01883,USR-00194,2023-01-05,new_user,employed,poor,mobile,12000,7,yes,no,14
APP-01884,USR-01465,2024-06-15,abandoned_restart,employed,good,tablet,10000,5,no,,7
APP-01885,USR-00574,2024-01-25,new_user,employed,good,desktop,2000,5,no,,30
APP-01886,USR-00947,2024-03-23,rejected_reapply,employed,fair,desktop,18000,7,yes,no,13
APP-01887,USR-00504,2023-05-26,new_user,employed,excellent,mobile,13000,7,yes,yes,17
APP-01888,USR-01630,2024-01-23,new_user,employed,fair,mobile,29000,4,no,,43
APP-01889,USR-00359,2023-09-06,new_user,employed,good,mobile,24000,0,no,,5
APP-01890,USR-00118,2024-06-09,new_user,self-employed,good,desktop,38000,1,no,,7
APP-01891,USR-00646,2024-04-06,new_user,self-employed,poor,mobile,12000,0,no,,5
APP-01892,USR-01871,2023-01-13,new_user,self-employed,excellent,mobile,29000,6,no,,5
APP-01893,USR-00004,2024-01-19,new_user,unemployed,fair,mobile,22000,1,no,,7
APP-01894,USR-00075,2024-02-03,new_user,employed,poor,mobile,36000,1,no,,3
APP-01895,USR-01756,2023-01-19,new_user,employed,fair,desktop,1000,2,no,,8
APP-01896,USR-00468,2024-05-05,second_loan,self-employed,good,mobile,43000,1,no,,3
APP-01897,USR-01346,2024-02-23,new_user,employed,good,desktop,40000,7,yes,yes,28
APP-01898,USR-00006,2023-12-03,rejected_reapply,employed,good,tablet,34000,7,yes,no,38
APP-01899,USR-01247,2024-02-23,abandoned_restart,employed,poor,mobile,34000,5,no,,37
APP-01900,USR-00920,2023-05-02,new_user,unemployed,fair,desktop,48000,7,yes,yes,22
APP-01901,USR-00548,2024-03-07,new_user,employed,excellent,tablet,33000,7,yes,yes,17
APP-01902,USR-00229,2023-02-13,new_user,unemployed,poor,tablet,4000,5,no,,33
APP-01903,USR-01064,2023-11-13,abandoned_restart,employed,excellent,mobile,38000,4,no,,5
APP-01904,USR-00543,2024-01-16,abandoned_restart,self-employed,poor,mobile,30000,3,no,,5
APP-01905,USR-00243,2023-05-25,abandoned_restart,self-employed,excellent,mobile,46000,7,yes,yes,26
APP-01906,USR-00899,2023-11-23,rejected_reapply,self-employed,fair,desktop,20000,5,no,,49
APP-01907,USR-00354,2023-12-29,abandoned_restart,employed,good,desktop,26000,5,no,,40
APP-01908,USR-01161,2023-02-19,new_user,employed,fair,desktop,15000,4,no,,36
APP-01909,USR-00823,2023-03-06,new_user,self-employed,poor,mobile,7000,1,no,,10
APP-01910,USR-00497,2023-12-21,rejected_reapply,employed,fair,mobile,7000,4,no,,27
APP-01911,USR-00155,2023-06-13,new_user,employed,poor,mobile,50000,5,no,,39
APP-01912,USR-00380,2023-05-21,new_user,employed,fair,mobile,29000,7,yes,no,30
APP-01913,USR-00604,2023-05-08,abandoned_restart,unemployed,good,desktop,23000,7,yes,yes,17
APP-01914,USR-00411,2024-02-02,new_user,employed,good,mobile,34000,3,no,,21
APP-01915,USR-00843,2024-04-07,rejected_reapply,self-employed,good,mobile,20000,5,no,,11
APP-01916,USR-01374,2023-07-06,abandoned_restart,employed,good,mobile,15000,4,no,,3
APP-01917,USR-00512,2023-07-09,new_user,employed,good,mobile,33000,7,yes,no,29
APP-01918,USR-00556,2024-01-23,rejected_reapply,self-employed,good,mobile,17000,1,no,,8
APP-01919,USR-01527,2024-03-04,new_user,employed,good,mobile,20000,5,no,,13
APP-01920,USR-01606,2023-10-11,new_user,employed,good,mobile,13000,0,no,,7
APP-01921,USR-01734,2023-08-25,new_user,self-employed,excellent,mobile,44000,0,no,,1
APP-01922,USR-00277,2023-07-13,new_user,self-employed,fair,mobile,24000,7,yes,no,21
APP-01923,USR-00662,2023-10-14,new_user,employed,poor,desktop,47000,0,no,,4
APP-01924,USR-00672,2023-05-16,new_user,unemployed,good,mobile,37000,7,yes,no,10
APP-01925,USR-00698,2023-06-20,new_user,self-employed,fair,desktop,7000,2,no,,14
APP-01926,USR-01401,2023-06-08,new_user,unemployed,excellent,desktop,8000,5,no,,4
APP-01927,USR-01765,2023-07-20,abandoned_restart,employed,excellent,mobile,23000,5,no,,53
APP-01928,USR-00566,2024-05-01,rejected_reapply,employed,poor,tablet,14000,5,no,,41
APP-01929,USR-00315,2024-05-18,new_user,unemployed,poor,mobile,4000,5,no,,41
APP-01930,USR-01467,2024-01-06,new_user,unemployed,good,desktop,21000,1,no,,9
APP-01931,USR-01762,2023-04-13,new_user,employed,good,tablet,46000,7,yes,yes,15
APP-01932,USR-01344,2023-05-05,new_user,employed,fair,desktop,10000,7,yes,no,10
APP-01933,USR-01306,2023-11-09,abandoned_restart,employed,good,mobile,22000,5,no,,20
APP-01934,USR-00692,2024-04-02,abandoned_restart,employed,good,mobile,30000,7,yes,yes,28
APP-01935,USR-01542,2023-08-18,new_user,employed,fair,mobile,30000,5,no,,3
APP-01936,USR-00613,2023-07-16,new_user,employed,poor,desktop,16000,5,no,,37
APP-01937,USR-00425,2024-02-27,new_user,unemployed,good,desktop,11000,5,no,,32
APP-01938,USR-01578,2023-06-20,abandoned_restart,employed,fair,mobile,22000,5,no,,35
APP-01939,USR-00595,2024-01-17,new_user,self-employed,excellent,mobile,29000,5,no,,44
APP-01940,USR-00748,2023-06-22,second_loan,employed,good,desktop,25000,5,no,,40
APP-01941,USR-01393,2024-03-28,abandoned_restart,employed,good,mobile,14000,4,no,,42
APP-01942,USR-01800,2023-12-16,new_user,employed,excellent,desktop,14000,7,yes,yes,27
APP-01943,USR-00623,2024-05-08,new_user,employed,excellent,desktop,2000,5,no,,12
APP-01944,USR-00034,2023-01-04,rejected_reapply,self-employed,fair,mobile,13000,3,no,,6
APP-01945,USR-01494,2023-04-03,new_user,unemployed,fair,desktop,3000,1,no,,8
APP-01946,USR-00492,2023-01-06,new_user,employed,good,mobile,30000,5,no,,39
APP-01947,USR-00228,2023-10-15,new_user,employed,good,mobile,18000,5,no,,37
APP-01948,USR-00111,2023-05-26,rejected_reapply,employed,fair,tablet,36000,5,no,,6
APP-01949,USR-01170,2024-02-28,abandoned_restart,unemployed,excellent,desktop,21000,5,no,,5
APP-01950,USR-00109,2024-04-01,abandoned_restart,self-employed,fair,mobile,19000,1,no,,5
APP-01951,USR-00289,2023-07-21,rejected_reapply,employed,poor,mobile,16000,0,no,,4
APP-01952,USR-00067,2023-07-31,rejected_reapply,self-employed,poor,mobile,28000,2,no,,11
APP-01953,USR-01418,2023-01-06,rejected_reapply,self-employed,good,mobile,4000,7,yes,yes,19
APP-01954,USR-01604,2024-01-11,new_user,employed,good,mobile,15000,5,no,,10
APP-01955,USR-00025,2024-03-22,new_user,employed,fair,mobile,1000,5,no,,38
APP-01956,USR-01236,2023-04-16,abandoned_restart,unemployed,fair,mobile,48000,5,no,,44
APP-01957,USR-00280,2024-02-05,abandoned_restart,self-employed,fair,mobile,47000,1,no,,6
APP-01958,USR-00145,2023-04-06,abandoned_restart,employed,good,mobile,16000,7,yes,no,25
APP-01959,USR-00537,2024-01-23,new_user,employed,poor,tablet,20000,7,yes,no,22
APP-01960,USR-00812,2024-03-27,abandoned_restart,employed,excellent,desktop,33000,7,yes,yes,20
APP-01961,USR-00126,2024-02-20,abandoned_restart,employed,fair,mobile,17000,4,no,,46
APP-01962,USR-01498,2024-05-18,new_user,self-employed,excellent,mobile,5000,5,no,,43
APP-01963,USR-00086,2024-03-29,new_user,employed,fair,mobile,5000,7,yes,yes,28
APP-01964,USR-01255,2023-10-18,new_user,self-employed,good,mobile,39000,7,yes,yes,14
APP-01965,USR-00518,2024-06-17,new_user,unemployed,fair,mobile,13000,1,no,,7
APP-01966,USR-00116,2023-07-12,new_user,employed,poor,desktop,44000,3,no,,13
APP-01967,USR-00374,2023-05-30,new_user,employed,excellent,desktop,36000,1,no,,4
APP-01968,USR-00554,2024-05-29,new_user,employed,excellent,desktop,30000,1,no,,7
APP-01969,USR-00485,2024-01-28,abandoned_restart,self-employed,good,mobile,4000,7,yes,yes,23
APP-01970,USR-01655,2023-11-12,abandoned_restart,employed,good,tablet,23000,3,no,,7
APP-01971,USR-01216,2023-03-17,rejected_reapply,self-employed,good,tablet,21000,3,no,,19
APP-01972,USR-01039,2023-09-27,new_user,unemployed,excellent,mobile,21000,5,no,,37
APP-01973,USR-00691,2023-08-13,new_user,employed,fair,mobile,6000,5,no,,46
APP-01974,USR-00739,2024-06-13,rejected_reapply,unemployed,good,mobile,24000,7,yes,yes,27
APP-01975,USR-00806,2023-04-23,new_user,student,good,mobile,47000,5,no,,6
APP-01976,USR-01530,2023-09-08,second_loan,employed,fair,desktop,31000,5,no,,53
APP-01977,USR-01298,2023-08-21,rejected_reapply,employed,excellent,mobile,19000,7,yes,yes,14
APP-01978,USR-00254,2023-03-24,new_user,student,fair,mobile,38000,4,no,,7
APP-01979,USR-01775,2023-05-05,second_loan,student,poor,mobile,12000,4,no,,7
APP-01980,USR-00363,2023-06-24,new_user,employed,good,mobile,14000,0,no,,7
APP-01981,USR-00750,2023-03-10,new_user,employed,good,desktop,50000,5,no,,43
APP-01982,USR-00919,2023-02-16,abandoned_restart,employed,fair,mobile,12000,5,no,,7
APP-01983,USR-01647,2023-09-13,new_user,student,fair,desktop,15000,7,yes,yes,23
APP-01984,USR-01027,2023-01-30,rejected_reapply,employed,excellent,mobile,19000,4,no,,12
APP-01985,USR-01031,2023-10-08,new_user,employed,fair,mobile,28000,5,no,,13
APP-01986,USR-00883,2023-08-25,new_user,self-employed,good,mobile,40000,1,no,,4
APP-01987,USR-01336,2023-09-05,new_user,employed,good,desktop,41000,7,yes,yes,12
APP-01988,USR-00017,2024-01-03,abandoned_restart,self-employed,good,mobile,5000,1,no,,10
APP-01989,USR-00160,2024-05-09,new_user,employed,excellent,mobile,5000,5,no,,41
APP-01990,USR-00666,2023-01-25,new_user,unemployed,good,mobile,6000,1,no,,3
APP-01991,USR-00365,2024-05-04,rejected_reapply,employed,good,mobile,23000,1,no,,3
APP-01992,USR-01410,2024-05-08,new_user,self-employed,good,tablet,3000,1,no,,4
APP-01993,USR-01240,2023-11-10,rejected_reapply,self-employed,good,mobile,37000,1,no,,1
APP-01994,USR-00078,2024-01-10,new_user,employed,good,mobile,33000,5,no,,20
APP-01995,USR-00028,2023-01-25,abandoned_restart,employed,excellent,mobile,43000,7,yes,yes,16
APP-01996,USR-00474,2023-11-30,abandoned_restart,employed,fair,desktop,21000,2,no,,17
APP-01997,USR-00526,2023-12-21,new_user,employed,fair,mobile,20000,4,no,,33
APP-01998,USR-00726,2023-04-26,new_user,self-employed,fair,desktop,1000,1,no,,9
APP-01999,USR-00056,2023-02-17,rejected_reapply,self-employed,poor,desktop,39000,2,no,,11
APP-02000,USR-00639,2023-04-09,new_user,employed,poor,mobile,47000,1,no,,3
APP-02001,USR-00303,2024-04-03,second_loan,self-employed,excellent,mobile,17000,5,no,,43
APP-02002,USR-00719,2024-06-06,new_user,self-employed,good,mobile,29000,5,no,,45
APP-02003,USR-01716,2024-02-09,new_user,self-employed,good,desktop,8000,1,no,,2
APP-02004,USR-01277,2023-08-02,new_user,employed,good,mobile,26000,1,no,,2
APP-02005,USR-01891,2024-05-17,second_loan,employed,excellent,mobile,28000,5,no,,3
APP-02006,USR-00625,2024-03-23,new_user,employed,good,desktop,34000,5,no,,29
APP-02007,USR-00008,2023-09-15,rejected_reapply,employed,excellent,mobile,26000,4,no,,9
APP-02008,USR-01281,2023-05-01,rejected_reapply,employed,fair,mobile,13000,5,no,,8
APP-02009,USR-00804,2023-02-23,new_user,employed,excellent,mobile,44000,2,no,,13
APP-02010,USR-01050,2023-11-27,new_user,employed,good,mobile,37000,7,yes,yes,20
APP-02011,USR-00337,2023-08-29,abandoned_restart,self-employed,fair,mobile,13000,1,no,,6
APP-02012,USR-01597,2024-06-13,new_user,employed,good,mobile,38000,0,no,,1
APP-02013,USR-00048,2024-04-27,abandoned_restart,employed,good,tablet,25000,5,no,,23
APP-02014,USR-00831,2023-07-06,new_user,employed,poor,mobile,47000,2,no,,23
APP-02015,USR-00107,2023-09-19,new_user,employed,good,desktop,23000,1,no,,11
APP-02016,USR-00350,2023-12-30,abandoned_restart,employed,fair,desktop,22000,7,yes,yes,21
APP-02017,USR-01080,2024-05-05,new_user,employed,poor,mobile,21000,5,no,,8
APP-02018,USR-00239,2024-03-06,new_user,employed,excellent,desktop,30000,5,no,,6
APP-02019,USR-00214,2023-08-27,new_user,employed,good,mobile,11000,4,no,,47
APP-02020,USR-01145,2023-10-31,new_user,employed,excellent,tablet,4000,7,yes,no,22
APP-02021,USR-00047,2023-10-25,new_user,employed,good,desktop,33000,4,no,,41
APP-02022,USR-00699,2023-03-17,rejected_reapply,unemployed,fair,mobile,47000,1,no,,4
APP-02023,USR-00794,2023-11-29,new_user,employed,good,mobile,12000,1,no,,3
APP-02024,USR-01097,2024-04-18,new_user,employed,good,mobile,9000,5,no,,6
APP-02025,USR-00123,2023-10-10,abandoned_restart,employed,excellent,mobile,32000,5,no,,29
APP-02026,USR-01837,2023-03-13,new_user,employed,fair,mobile,11000,5,no,,38
APP-02027,USR-01754,2023-09-20,new_user,employed,excellent,mobile,37000,5,no,,41
APP-02028,USR-01102,2023-01-12,rejected_reapply,employed,excellent,desktop,24000,5,no,,51
APP-02029,USR-00244,2023-05-21,abandoned_restart,self-employed,good,mobile,7000,5,no,,3
APP-02030,USR-00546,2023-01-17,new_user,employed,excellent,desktop,8000,7,yes,yes,29
APP-02031,USR-01070,2023-03-04,abandoned_restart,employed,fair,desktop,33000,5,no,,6
APP-02032,USR-00346,2023-09-10,new_user,self-employed,excellent,mobile,25000,5,no,,51
APP-02033,USR-00524,2024-04-09,abandoned_restart,unemployed,good,desktop,1000,0,no,,3
APP-02034,USR-00233,2024-01-11,new_user,employed,poor,mobile,3000,5,no,,42
APP-02035,USR-00645,2024-06-03,new_user,employed,excellent,mobile,40000,2,no,,14
APP-02036,USR-01537,2023-03-31,new_user,employed,good,desktop,28000,7,yes,no,20
APP-02037,USR-00838,2023-06-24,new_user,employed,good,mobile,43000,2,no,,12
APP-02038,USR-01429,2023-03-17,new_user,employed,good,mobile,33000,3,no,,22
APP-02039,USR-00534,2024-02-04,second_loan,employed,poor,desktop,46000,5,no,,8
APP-02040,USR-00611,2023-03-12,new_user,self-employed,good,tablet,1000,5,no,,63
APP-02041,USR-00682,2023-06-29,new_user,employed,excellent,desktop,38000,5,no,,31
APP-02042,USR-00604,2023-05-04,new_user,employed,poor,desktop,27000,5,no,,42
APP-02043,USR-01490,2024-01-16,new_user,employed,fair,mobile,38000,3,no,,12
APP-02044,USR-00220,2023-10-20,abandoned_restart,self-employed,poor,mobile,35000,2,no,,11
APP-02045,USR-01813,2023-07-14,new_user,employed,good,desktop,10000,3,no,,13
APP-02046,USR-01427,2023-08-16,new_user,self-employed,good,mobile,12000,2,no,,20
APP-02047,USR-01075,2024-03-06,new_user,employed,good,mobile,10000,1,no,,3
APP-02048,USR-00038,2024-03-11,abandoned_restart,employed,excellent,mobile,34000,5,no,,3
APP-02049,USR-00061,2024-04-05,new_user,employed,good,desktop,24000,3,no,,18
APP-02050,USR-00505,2023-01-21,new_user,employed,fair,mobile,28000,7,yes,no,30
APP-02051,USR-00672,2023-03-05,new_user,employed,excellent,desktop,22000,7,yes,yes,34
APP-02052,USR-00093,2023-06-14,new_user,employed,good,mobile,45000,1,no,,8
APP-02053,USR-00667,2023-01-27,new_user,employed,good,mobile,16000,5,no,,36
APP-02054,USR-01888,2023-11-07,abandoned_restart,self-employed,good,mobile,13000,4,no,,47
APP-02055,USR-00281,2023-10-12,abandoned_restart,employed,excellent,mobile,36000,5,no,,44
APP-02056,USR-01720,2023-10-08,rejected_reapply,employed,good,desktop,36000,4,no,,8
APP-02057,USR-00360,2023-06-13,new_user,employed,fair,mobile,43000,4,no,,37
APP-02058,USR-00900,2023-08-12,new_user,self-employed,good,mobile,23000,4,no,,40
APP-02059,USR-00467,2023-05-26,new_user,student,poor,mobile,14000,4,no,,9
APP-02060,USR-00002,2023-01-30,second_loan,employed,fair,mobile,32000,4,no,,40
APP-02061,USR-00761,2023-02-14,new_user,employed,good,mobile,3000,7,yes,no,16
APP-02062,USR-01907,2024-04-15,abandoned_restart,employed,fair,mobile,27000,3,no,,13
APP-02063,USR-00043,2023-02-03,new_user,unemployed,poor,tablet,19000,5,no,,10
APP-02064,USR-00205,2024-03-02,new_user,self-employed,poor,desktop,22000,1,no,,4
APP-02065,USR-01474,2023-08-09,new_user,employed,good,mobile,1000,5,no,,48
APP-02066,USR-00069,2024-06-17,new_user,employed,excellent,mobile,5000,5,no,,42
APP-02067,USR-01876,2024-01-02,rejected_reapply,employed,excellent,mobile,49000,5,no,,38
APP-02068,USR-00464,2023-04-26,second_loan,employed,fair,mobile,33000,5,no,,53
APP-02069,USR-00138,2023-08-27,new_user,self-employed,good,desktop,19000,1,no,,5
APP-02070,USR-00797,2023-12-01,new_user,employed,excellent,desktop,36000,0,no,,4
APP-02071,USR-00759,2024-03-16,rejected_reapply,employed,fair,mobile,6000,5,no,,7
APP-02072,USR-00542,2023-05-28,abandoned_restart,self-employed,good,desktop,15000,1,no,,1
APP-02073,USR-01020,2023-01-09,new_user,self-employed,good,mobile,36000,5,no,,32
APP-02074,USR-00682,2023-10-15,new_user,employed,poor,mobile,33000,5,no,,50
APP-02075,USR-00166,2024-01-23,new_user,self-employed,excellent,mobile,24000,2,no,,14
APP-02076,USR-00249,2023-02-19,new_user,employed,excellent,mobile,27000,7,yes,yes,26
APP-02077,USR-01332,2024-05-31,new_user,unemployed,poor,tablet,49000,4,no,,20
APP-02078,USR-00041,2023-10-05,new_user,self-employed,poor,mobile,11000,5,no,,43
APP-02079,USR-00447,2023-10-27,new_user,employed,poor,mobile,49000,1,no,,6
APP-02080,USR-01359,2023-05-15,new_user,self-employed,fair,tablet,23000,1,no,,7
APP-02081,USR-01330,2023-05-27,new_user,unemployed,good,desktop,33000,5,no,,28
APP-02082,USR-00764,2024-05-04,rejected_reapply,employed,good,desktop,41000,5,no,,29
APP-02083,USR-00435,2024-04-22,abandoned_restart,employed,fair,tablet,46000,4,no,,55
APP-02084,USR-00578,2023-06-08,new_user,self-employed,excellent,mobile,47000,5,no,,10
APP-02085,USR-00641,2024-01-19,rejected_reapply,employed,fair,desktop,29000,5,no,,8
APP-02086,USR-00624,2023-06-12,rejected_reapply,employed,poor,desktop,31000,5,no,,22
APP-02087,USR-01849,2024-03-16,new_user,unemployed,fair,desktop,1000,1,no,,3
APP-02088,USR-00763,2023-07-08,new_user,self-employed,good,desktop,34000,2,no,,17
APP-02089,USR-00389,2024-02-19,abandoned_restart,employed,good,mobile,18000,1,no,,4
APP-02090,USR-00236,2023-12-05,rejected_reapply,employed,fair,desktop,18000,7,yes,no,17
APP-02091,USR-01078,2023-06-30,second_loan,employed,poor,mobile,6000,4,no,,3
APP-02092,USR-00092,2023-10-15,rejected_reapply,employed,excellent,mobile,40000,5,no,,9
APP-02093,USR-00268,2023-07-06,abandoned_restart,employed,excellent,mobile,1000,5,no,,27
APP-02094,USR-00771,2023-05-18,new_user,self-employed,fair,tablet,47000,1,no,,3
APP-02095,USR-00438,2023-05-10,new_user,employed,fair,mobile,42000,4,no,,32
APP-02096,USR-00674,2023-07-13,new_user,employed,good,mobile,30000,1,no,,7
APP-02097,USR-00250,2023-11-12,new_user,employed,good,mobile,4000,3,no,,22
APP-02098,USR-01575,2023-05-24,abandoned_restart,student,fair,tablet,32000,2,no,,14
APP-02099,USR-00574,2023-01-16,new_user,employed,excellent,mobile,10000,7,yes,yes,20
